invoice_id,customer_id,invoice_date,amount,avg_delay,median_delay,std_delay,invoice_count,payment_delay_days
AR0637,C047,2025-08-23,359888,12.333333333333334,12.0,2.380476142847616,15.0,12
AR0176,C047,2025-09-25,415181,12.3125,12.0,2.301267766543766,16.0,12
AR0035,C047,2025-10-20,418730,12.294117647058824,12.0,2.2294816068526147,17.0,15
AR0689,C047,2025-10-22,243356,12.444444444444445,12.0,2.254987210664716,18.0,13
AR0487,C047,2025-12-03,454203,12.473684210526315,12.0,2.1951568167883577,19.0,9
AR0348,C047,2025-12-04,381407,12.3,12.0,2.273416163537063,20.0,12
AR0602,C048,2025-02-01,390029,5.768571428571429,5.768571428571429,0.0,0.0,-1
AR0232,C048,2025-06-15,386996,-1.0,-1.0,0.0,1.0,0
AR0089,C048,2025-06-20,494724,-0.5,-0.5,0.7071067811865476,2.0,1
AR0500,C048,2025-08-14,489047,0.0,0.0,1.0,3.0,1
AR0267,C048,2025-08-31,389742,0.25,0.5,0.9574271077563381,4.0,1
AR0131,C048,2025-09-01,294360,0.4,1.0,0.8944271909999159,5.0,0
AR0448,C048,2025-09-27,45758,0.3333333333333333,0.5,0.816496580927726,6.0,0
AR0073,C048,2025-10-11,131948,0.2857142857142857,0.0,0.7559289460184545,7.0,0
AR0653,C048,2025-11-07,280653,0.25,0.0,0.7071067811865476,8.0,1
AR0678,C049,2025-01-12,176428,5.768571428571429,5.768571428571429,0.0,0.0,5
AR0006,C049,2025-01-25,471465,5.0,5.0,0.0,1.0,2
AR0248,C049,2025-01-27,126723,3.5,3.5,2.1213203435596424,2.0,4
AR0124,C049,2025-02-24,428116,3.6666666666666665,4.0,1.5275252316519468,3.0,5
AR0216,C049,2025-04-17,347950,4.0,4.5,1.4142135623730951,4.0,3
AR0132,C049,2025-05-07,460330,3.8,4.0,1.3038404810405297,5.0,4
AR0656,C049,2025-05-07,376695,3.8333333333333335,4.0,1.1690451944500122,6.0,2
AR0626,C049,2025-05-28,188384,3.5714285714285716,4.0,1.2724180205607034,7.0,4
AR0561,C049,2025-07-09,289997,3.625,4.0,1.1877349391654208,8.0,2
AR0129,C049,2025-08-15,341206,3.4444444444444446,4.0,1.2360330811826103,9.0,5
AR0655,C049,2025-10-03,572618,3.6,4.0,1.2649110640673518,10.0,3
AR0415,C049,2025-10-16,543912,3.5454545454545454,4.0,1.2135597524338357,11.0,5
AR0142,C049,2025-10-22,285257,3.6666666666666665,4.0,1.2309149097933274,12.0,5
AR0280,C049,2025-11-21,505753,3.769230769230769,4.0,1.2351684199496948,13.0,2
AR0413,C049,2025-12-02,77357,3.642857142857143,4.0,1.2774459408789602,14.0,3
AR0197,C049,2025-12-20,152192,3.6,4.0,1.2421180068162376,15.0,3
AR0392,C050,2025-03-12,483735,5.768571428571429,5.768571428571429,0.0,0.0,0
AR0614,C050,2025-03-16,198121,0.0,0.0,0.0,1.0,-2
AR0164,C050,2025-03-25,210533,-1.0,-1.0,1.4142135623730951,2.0,-2
AR0300,C050,2025-04-28,338276,-1.3333333333333333,-2.0,1.1547005383792517,3.0,0
AR0096,C050,2025-05-23,204101,-1.0,-1.0,1.1547005383792515,4.0,2
AR0597,C050,2025-07-14,97477,-0.4,0.0,1.6733200530681511,5.0,-1
AR0536,C050,2025-07-29,451666,-0.5,-0.5,1.51657508881031,6.0,2
AR0445,C050,2025-09-06,138765,-0.14285714285714285,0.0,1.6761634196950517,7.0,-1
AR0133,C050,2025-09-24,315178,-0.25,-0.5,1.5811388300841898,8.0,-1
AR0382,C050,2025-10-18,432369,-0.3333333333333333,-1.0,1.5,9.0,-2
AR0488,C050,2025-10-25,527083,-0.5,-1.0,1.509230856356236,10.0,0
AR0449,C050,2025-11-13,115319,-0.45454545454545453,-1.0,1.4396969378057567,11.0,2
AR0414,C050,2025-11-18,362776,-0.25,-0.5,1.5447859516333116,12.0,1
AR0012,C050,2025-11-25,257853,-0.15384615384615385,0.0,1.5191090506255,13.0,-2
AR0158,C050,2025-11-30,53437,-0.2857142857142857,-0.5,1.5406577730392865,14.0,-2
