invoice_id,customer_id,invoice_date,amount,previous_avg_delay,previous_median_delay,previous_std_delay,previous_on_time_ratio,previous_late_ratio,days_since_previous_invoice,payment_delay_days
AR0654,C045,2025-10-09,648138,-0.06666666666666667,0.0,1.3345232785352157,0.5333333333333333,0.4666666666666667,30.0,1
AR0624,C001,2025-10-09,133647,-0.6666666666666666,-1.0,1.3228756555322954,0.7777777777777778,0.2222222222222222,101.0,1
AR0257,C030,2025-10-10,124584,0.6153846153846154,1.0,1.1208970766356101,0.38461538461538464,0.6153846153846154,24.0,1
AR0083,C038,2025-10-10,126935,0.08333333333333333,0.0,1.6764862244009227,0.5833333333333334,0.41666666666666663,38.0,1
AR0071,C043,2025-10-11,230048,4.0,4.0,1.0801234497346435,0.0,1.0,12.0,2
AR0073,C048,2025-10-11,131948,0.2857142857142857,0.0,0.7559289460184545,0.5714285714285714,0.4285714285714286,14.0,0
AR0192,C031,2025-10-11,387861,18.5,19.5,7.077493136055244,0.0,1.0,18.0,17
AR0187,C032,2025-10-12,542744,0.3333333333333333,0.0,1.3228756555322951,0.5555555555555556,0.4444444444444444,19.0,-1
AR0364,C009,2025-10-12,66881,15.210526315789474,18.0,9.646985409203236,0.10526315789473684,0.8947368421052632,8.0,30
AR0582,C022,2025-10-13,275187,3.4444444444444446,3.0,1.130388330520878,0.0,1.0,6.0,3
AR0608,C018,2025-10-13,229448,3.4444444444444446,3.0,1.130388330520878,0.0,1.0,55.0,3
AR0700,C027,2025-10-13,387228,4.076923076923077,5.0,1.1151635501529558,0.0,1.0,10.0,3
AR0396,C033,2025-10-14,593992,10.818181818181818,10.0,2.7502066038093145,0.0,1.0,16.0,13
AR0440,C020,2025-10-14,282734,10.9,11.0,2.131770260709264,0.0,1.0,54.0,13
AR0577,C037,2025-10-15,158671,13.454545454545455,13.0,12.588595127047627,0.2727272727272727,0.7272727272727273,20.0,18
AR0665,C030,2025-10-16,65351,0.6428571428571429,1.0,1.0818177620697815,0.35714285714285715,0.6428571428571428,6.0,2
AR0658,C005,2025-10-16,102477,3.2777777777777777,3.5,1.1785113019775795,0.0,1.0,16.0,2
AR0415,C049,2025-10-16,543912,3.5454545454545454,4.0,1.2135597524338357,0.0,1.0,13.0,5
AR0065,C040,2025-10-16,94143,-0.35714285714285715,-1.0,1.3926810257774174,0.7142857142857143,0.2857142857142857,13.0,-2
AR0377,C010,2025-10-17,474028,0.0,0.0,1.4142135623730951,0.5714285714285714,0.4285714285714286,61.0,1
AR0416,C044,2025-10-17,464245,0.3333333333333333,0.0,1.4999999999999998,0.5555555555555556,0.4444444444444444,11.0,2
AR0639,C019,2025-10-18,485654,13.76923076923077,22.0,14.283754444320337,0.23076923076923078,0.7692307692307692,16.0,7
AR0382,C050,2025-10-18,432369,-0.3333333333333333,-1.0,1.5,0.7777777777777778,0.2222222222222222,24.0,-2
AR0035,C047,2025-10-20,418730,12.294117647058824,12.0,2.2294816068526147,0.0,1.0,25.0,15
AR0426,C029,2025-10-20,470275,0.4166666666666667,0.0,1.0836246694508316,0.5833333333333334,0.41666666666666663,14.0,-1
AR0628,C042,2025-10-21,184275,12.142857142857142,12.0,2.213842564659669,0.0,1.0,15.0,8
AR0646,C038,2025-10-21,33793,0.15384615384615385,0.0,1.6251232694862383,0.5384615384615384,0.46153846153846156,11.0,0
AR0598,C003,2025-10-21,503456,11.75,12.0,2.454124543035107,0.0,1.0,61.0,9
AR0399,C021,2025-10-22,318588,0.5555555555555556,1.0,1.4240006242195884,0.4444444444444444,0.5555555555555556,76.0,2
AR0689,C047,2025-10-22,243356,12.444444444444445,12.0,2.254987210664716,0.0,1.0,2.0,13
AR0142,C049,2025-10-22,285257,3.6666666666666665,4.0,1.2309149097933274,0.0,1.0,6.0,5
AR0566,C021,2025-10-23,517501,0.7,1.0,1.4181364924121764,0.4,0.6,1.0,0
AR0102,C025,2025-10-23,155552,12.909090909090908,13.0,2.0714509627092528,0.0,1.0,23.0,12
AR0208,C005,2025-10-23,455013,3.210526315789474,3.0,1.1822270588653647,0.0,1.0,7.0,2
AR0099,C012,2025-10-25,206934,-0.8,-1.0,1.1352924243950933,0.8,0.19999999999999996,22.0,-2
AR0488,C050,2025-10-25,527083,-0.5,-1.0,1.509230856356236,0.8,0.19999999999999996,7.0,0
AR0425,C030,2025-10-25,403807,0.7333333333333333,1.0,1.0997835284835873,0.3333333333333333,0.6666666666666667,9.0,-2
AR0548,C038,2025-10-25,131094,0.14285714285714285,0.0,1.561909228976012,0.5714285714285714,0.4285714285714286,4.0,-1
AR0288,C032,2025-10-26,123544,0.2,0.0,1.3165611772087666,0.6,0.4,14.0,-1
AR0662,C046,2025-10-26,359171,3.75,4.0,0.8864052604279182,0.0,1.0,25.0,2
AR0141,C025,2025-10-27,500050,12.833333333333334,13.0,1.992409839791244,0.0,1.0,4.0,8
AR0337,C014,2025-10-28,173186,4.333333333333333,4.0,0.5773502691896257,0.0,1.0,53.0,3
AR0540,C041,2025-10-28,150021,11.4,12.0,2.5033311140691454,0.0,1.0,21.0,10
AR0214,C020,2025-10-29,318279,11.090909090909092,11.0,2.119176512447486,0.0,1.0,15.0,12
AR0029,C002,2025-10-29,403538,0.42857142857142855,0.0,1.618347187425374,0.5714285714285714,0.4285714285714286,117.0,-1
AR0346,C033,2025-10-31,100327,11.0,11.0,2.696799449852968,0.0,1.0,17.0,15
AR0167,C005,2025-10-31,496704,3.15,3.0,1.1821033884786185,0.0,1.0,8.0,3
AR0150,C026,2025-10-31,410673,3.1666666666666665,3.0,1.3291601358251257,0.0,1.0,58.0,2
AR0424,C040,2025-11-01,371603,-0.4666666666666667,-1.0,1.4074631010979937,0.7333333333333333,0.2666666666666667,16.0,1
AR0220,C045,2025-11-01,346279,0.0,0.5,1.3165611772087666,0.5,0.5,23.0,0
AR0227,C020,2025-11-01,536469,11.166666666666666,11.5,2.0375267241229382,0.0,1.0,3.0,12
AR0439,C009,2025-11-01,509122,15.95,18.0,9.95503046599795,0.1,0.9,20.0,0
AR0100,C007,2025-11-02,322186,0.3333333333333333,0.5,1.2110601416389968,0.5,0.5,46.0,0
AR0354,C025,2025-11-02,387613,12.461538461538462,13.0,2.331501112137293,0.0,1.0,6.0,12
AR0258,C013,2025-11-03,372403,4.25,4.5,0.8864052604279183,0.0,1.0,91.0,3
AR0434,C044,2025-11-03,61690,0.5,0.5,1.509230856356236,0.5,0.5,17.0,0
AR0685,C029,2025-11-03,484032,0.3076923076923077,0.0,1.109400392450458,0.6153846153846154,0.3846153846153846,14.0,-2
AR0169,C044,2025-11-04,575026,0.45454545454545453,0.0,1.4396969378057565,0.5454545454545454,0.4545454545454546,1.0,-2
AR0583,C013,2025-11-05,373003,4.111111111111111,4.0,0.927960727138337,0.0,1.0,2.0,5
AR0459,C013,2025-11-06,120328,4.2,4.5,0.9189365834726815,0.0,1.0,1.0,4
AR0427,C021,2025-11-06,350175,0.6363636363636364,1.0,1.3618169680781094,0.45454545454545453,0.5454545454545454,14.0,2
AR0074,C019,2025-11-06,169559,13.285714285714286,14.5,13.842123955679474,0.21428571428571427,0.7857142857142857,19.0,16
AR0114,C038,2025-11-07,472230,0.06666666666666667,0.0,1.533747356112131,0.6,0.4,13.0,0
AR0653,C048,2025-11-07,280653,0.25,0.0,0.7071067811865476,0.625,0.375,27.0,1
AR0163,C011,2025-11-07,439883,0.6666666666666666,1.0,1.4142135623730951,0.3333333333333333,0.6666666666666667,42.0,-2
AR0251,C041,2025-11-08,570791,11.272727272727273,12.0,2.412090756622109,0.0,1.0,11.0,11
AR0374,C002,2025-11-08,474360,0.25,0.0,1.5811388300841898,0.625,0.375,10.0,0
AR0474,C036,2025-11-08,385715,0.09090909090909091,0.0,1.5782614139961386,0.5454545454545454,0.4545454545454546,34.0,1
AR0319,C021,2025-11-09,176878,0.75,1.0,1.3568010505999362,0.4166666666666667,0.5833333333333333,3.0,-2
AR0640,C012,2025-11-09,609527,-0.9090909090909091,-1.0,1.1361818036340356,0.8181818181818182,0.18181818181818177,15.0,1
AR0454,C029,2025-11-09,220199,0.14285714285714285,0.0,1.2314558524297639,0.6428571428571429,0.3571428571428571,6.0,1
AR0587,C021,2025-11-10,243101,0.5384615384615384,1.0,1.5063966175050874,0.46153846153846156,0.5384615384615384,1.0,-1
AR0481,C001,2025-11-11,266470,-0.5,-1.0,1.35400640077266,0.7,0.30000000000000004,33.0,-1
AR0651,C024,2025-11-11,176524,10.875,10.0,2.6044833140823407,0.0,1.0,49.0,11
AR0588,C026,2025-11-12,529900,3.0,2.0,1.2909944487358056,0.0,1.0,12.0,4
AR0619,C007,2025-11-12,530972,0.2857142857142857,0.0,1.1126972805283737,0.5714285714285714,0.4285714285714286,10.0,2
AR0472,C029,2025-11-12,29578,0.2,0.0,1.2071217242444348,0.6,0.4,3.0,-2
AR0449,C050,2025-11-13,115319,-0.45454545454545453,-1.0,1.4396969378057567,0.8181818181818182,0.18181818181818177,19.0,2
AR0287,C025,2025-11-14,491606,12.428571428571429,12.5,2.2434275189912047,0.0,1.0,12.0,11
AR0318,C002,2025-11-14,628670,0.2222222222222222,0.0,1.481365736219265,0.6666666666666666,0.33333333333333337,6.0,2
AR0215,C037,2025-11-14,67051,13.833333333333334,15.5,12.0742651448392,0.25,0.75,30.0,1
AR0149,C009,2025-11-15,390044,15.19047619047619,18.0,10.308341513643443,0.14285714285714285,0.8571428571428572,14.0,-4
AR0477,C041,2025-11-15,337556,11.25,11.5,2.301185465244935,0.0,1.0,7.0,9
AR0373,C036,2025-11-15,444195,0.16666666666666666,0.5,1.5275252316519465,0.5,0.5,7.0,2
AR0549,C043,2025-11-16,517164,3.857142857142857,4.0,1.167320591199077,0.0,1.0,36.0,4
AR0451,C045,2025-11-16,577422,0.0,0.0,1.2747548783981961,0.5294117647058824,0.47058823529411764,15.0,-1
AR0274,C022,2025-11-16,498128,3.4,3.0,1.0749676997731399,0.0,1.0,34.0,5
AR0223,C017,2025-11-17,427984,13.4,12.0,6.8044103344816,0.0,1.0,146.0,7
AR0546,C009,2025-11-17,232397,14.318181818181818,15.5,10.860090167284913,0.18181818181818182,0.8181818181818181,2.0,29
AR0007,C010,2025-11-18,135038,0.125,0.5,1.3562026818605375,0.5,0.5,32.0,1
AR0417,C021,2025-11-18,241471,0.42857142857142855,0.5,1.5045717874984441,0.5,0.5,8.0,-1
AR0414,C050,2025-11-18,362776,-0.25,-0.5,1.5447859516333116,0.75,0.25,5.0,1
AR0031,C046,2025-11-20,66125,3.5555555555555554,4.0,1.0137937550497031,0.0,1.0,25.0,3
AR0479,C002,2025-11-20,377266,0.4,0.0,1.5055453054181622,0.6,0.4,6.0,2
AR0280,C049,2025-11-21,505753,3.769230769230769,4.0,1.2351684199496948,0.0,1.0,30.0,2
AR0077,C006,2025-11-21,314697,4.4,4.5,0.6992058987801011,0.0,1.0,53.0,4
AR0301,C015,2025-11-22,155587,-0.6666666666666666,-1.0,1.3972762620115438,0.8,0.19999999999999996,49.0,2
AR0174,C024,2025-11-22,633674,10.882352941176471,10.0,2.521962354526145,0.0,1.0,11.0,15
AR0289,C030,2025-11-23,199104,0.5625,1.0,1.2632629707758134,0.375,0.625,29.0,1
AR0553,C040,2025-11-24,46641,-0.375,-1.0,1.408308678285174,0.6875,0.3125,23.0,1
AR0012,C050,2025-11-25,257853,-0.15384615384615385,0.0,1.5191090506255,0.6923076923076923,0.3076923076923077,7.0,-2
AR0460,C004,2025-11-25,353557,3.2222222222222223,3.0,1.3017082793177757,0.0,1.0,122.0,4
AR0349,C030,2025-11-26,47230,0.5882352941176471,1.0,1.227743027337753,0.35294117647058826,0.6470588235294117,3.0,-2
AR0151,C006,2025-11-26,318130,4.363636363636363,4.0,0.6741998624632421,0.0,1.0,5.0,3
AR0490,C022,2025-11-26,145336,3.5454545454545454,3.0,1.1281521496355322,0.0,1.0,10.0,5
AR0063,C043,2025-11-27,230469,3.8666666666666667,4.0,1.1254628677422753,0.0,1.0,11.0,5
AR0423,C005,2025-11-27,615049,3.142857142857143,3.0,1.1526367287968178,0.0,1.0,27.0,2
AR0442,C006,2025-11-27,482965,4.25,4.0,0.7537783614444091,0.0,1.0,1.0,5
AR0410,C023,2025-11-27,581508,17.833333333333332,16.0,8.043442652059483,0.0,1.0,65.0,4
AR0172,C033,2025-11-28,258573,11.307692307692308,12.0,2.8102376941169758,0.0,1.0,28.0,8
AR0469,C046,2025-11-29,254524,3.5,4.0,0.97182531580755,0.0,1.0,9.0,3
AR0158,C050,2025-11-30,53437,-0.2857142857142857,-0.5,1.5406577730392865,0.7142857142857143,0.2857142857142857,5.0,-2
AR0045,C004,2025-11-30,394449,3.3,3.5,1.2516655570345725,0.0,1.0,5.0,2
AR0070,C040,2025-12-01,386512,-0.29411764705882354,-1.0,1.403776419268438,0.6470588235294118,0.3529411764705882,7.0,-2
AR0572,C039,2025-12-01,484372,16.625,16.0,5.755432216610669,0.0,1.0,80.0,25
AR0413,C049,2025-12-02,77357,3.642857142857143,4.0,1.2774459408789602,0.0,1.0,11.0,3
AR0487,C047,2025-12-03,454203,12.473684210526315,12.0,2.1951568167883577,0.0,1.0,42.0,9
AR0023,C009,2025-12-04,349939,14.956521739130435,18.0,11.04321371566993,0.17391304347826086,0.8260869565217391,17.0,30
AR0348,C047,2025-12-04,381407,12.3,12.0,2.273416163537063,0.0,1.0,1.0,12
AR0171,C028,2025-12-05,278570,10.88888888888889,11.0,1.964971020425266,0.0,1.0,57.0,9
AR0217,C017,2025-12-05,81334,12.333333333333334,9.5,6.623191577077222,0.0,1.0,18.0,5
AR0242,C019,2025-12-06,298937,13.466666666666667,16.0,13.357002800386162,0.2,0.8,30.0,30
AR0191,C020,2025-12-06,422372,11.23076923076923,12.0,1.9644272343292228,0.0,1.0,35.0,13
AR0334,C006,2025-12-06,170565,4.3076923076923075,4.0,0.7510676161988108,0.0,1.0,9.0,2
AR0268,C025,2025-12-06,566074,12.333333333333334,12.0,2.193062655175134,0.0,1.0,22.0,10
AR0290,C017,2025-12-08,32403,11.285714285714286,7.0,6.651172470932869,0.0,1.0,3.0,24
AR0389,C034,2025-12-08,236210,11.4,11.5,1.955050439815357,0.0,1.0,66.0,8
AR0648,C004,2025-12-08,106577,3.1818181818181817,3.0,1.2504544628399563,0.0,1.0,8.0,5
AR0061,C014,2025-12-09,514137,4.0,4.0,0.8164965809277259,0.0,1.0,42.0,4
AR0642,C026,2025-12-09,91011,3.125,3.0,1.246423454758225,0.0,1.0,27.0,3
AR0161,C031,2025-12-09,103964,18.384615384615383,19.0,6.788942744621108,0.0,1.0,59.0,8
AR0510,C005,2025-12-10,460512,3.090909090909091,3.0,1.1509454047327028,0.0,1.0,13.0,5
AR0441,C009,2025-12-10,505030,15.583333333333334,18.0,11.22852217101287,0.16666666666666666,0.8333333333333334,6.0,28
AR0666,C030,2025-12-11,575972,0.4444444444444444,1.0,1.3382263161373769,0.3888888888888889,0.6111111111111112,15.0,0
AR0312,C044,2025-12-12,296865,0.25,0.0,1.5447859516333116,0.5833333333333334,0.41666666666666663,38.0,2
AR0317,C007,2025-12-12,185367,0.5,0.5,1.1952286093343936,0.5,0.5,30.0,1
AR0453,C024,2025-12-13,516451,11.11111111111111,10.5,2.6321292854195817,0.0,1.0,21.0,11
AR0291,C019,2025-12-13,398546,14.5,19.0,13.549907748763458,0.1875,0.8125,7.0,5
AR0147,C043,2025-12-14,569992,3.9375,4.0,1.1236102527122116,0.0,1.0,17.0,5
AR0693,C041,2025-12-14,317168,11.076923076923077,11.0,2.2898885875932358,0.0,1.0,29.0,15
AR0388,C044,2025-12-14,430264,0.38461538461538464,0.0,1.5566235649883124,0.5384615384615384,0.46153846153846156,2.0,1
AR0097,C026,2025-12-14,601017,3.111111111111111,3.0,1.1666666666666667,0.0,1.0,5.0,4
AR0302,C017,2025-12-14,540982,12.875,9.5,7.623975340988453,0.0,1.0,6.0,3
AR0580,C040,2025-12-15,442470,-0.3888888888888889,-1.0,1.4199788270537859,0.6666666666666666,0.33333333333333337,14.0,-2
AR0623,C007,2025-12-15,551333,0.5555555555555556,1.0,1.130388330520878,0.4444444444444444,0.5555555555555556,3.0,-1
AR0285,C037,2025-12-16,566160,12.846153846153847,13.0,12.09577167061665,0.23076923076923078,0.7692307692307692,32.0,6
AR0075,C014,2025-12-18,458279,4.0,4.0,0.7071067811865475,0.0,1.0,9.0,4
AR0331,C007,2025-12-18,276365,0.4,0.5,1.1737877907772671,0.5,0.5,3.0,2
AR0593,C020,2025-12-19,454886,11.357142857142858,12.0,1.9456912102680337,0.0,1.0,13.0,8
AR0403,C030,2025-12-20,272629,0.42105263157894735,1.0,1.304513083861144,0.42105263157894735,0.5789473684210527,9.0,-2
AR0197,C049,2025-12-20,152192,3.6,4.0,1.2421180068162376,0.0,1.0,18.0,3
AR0325,C043,2025-12-23,394180,4.0,4.0,1.118033988749895,0.0,1.0,9.0,5
AR0618,C036,2025-12-23,211129,0.3076923076923077,1.0,1.5483655567842813,0.46153846153846156,0.5384615384615384,38.0,-1
AR0122,C013,2025-12-23,287709,4.181818181818182,4.0,0.873862897505303,0.0,1.0,47.0,5
AR0168,C007,2025-12-23,552502,0.5454545454545454,1.0,1.2135597524338357,0.45454545454545453,0.5454545454545454,5.0,0
AR0162,C030,2025-12-25,200648,0.3,1.0,1.3803127029389886,0.45,0.55,5.0,0
AR0356,C007,2025-12-26,103980,0.5,0.5,1.1677484162422844,0.5,0.5,3.0,2
AR0610,C045,2025-12-27,359291,-0.05555555555555555,0.0,1.2589548523523144,0.5555555555555556,0.4444444444444444,41.0,0
AR0080,C036,2025-12-28,317500,0.21428571428571427,0.5,1.5281246137553164,0.5,0.5,5.0,2
AR0103,C003,2025-12-29,323204,11.538461538461538,12.0,2.4703368398993892,0.0,1.0,69.0,8
AR0400,C026,2025-12-30,462303,3.2,3.5,1.1352924243950933,0.0,1.0,16.0,5
AR0351,C032,2025-12-31,646028,0.09090909090909091,0.0,1.300349603340998,0.6363636363636364,0.36363636363636365,66.0,1
AR0529,C011,2025-12-31,509619,0.4,1.0,1.577621275493231,0.4,0.6,54.0,-1
